,ID,Driveline,Engine Type,Transmission,Make
1422,2010 Toyota Sequoia SR5,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,6 Speed Automatic Select Shift,Toyota
1423,2010 Toyota Sequoia SR5 5.7L,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,Toyota
1424,2010 Toyota Sequoia SR5 4x4,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,6 Speed Automatic Select Shift,Toyota
1425,2010 Toyota Sequoia SR5 5.7L 4x4,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,Toyota
1426,2010 Toyota Sequoia SR5 FFV,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,6 Speed Automatic Select Shift,Toyota
1427,2010 Toyota Sequoia Limited,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,Toyota
1428,2010 Toyota Sequoia Limited 4x4,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,Toyota
1429,2010 Toyota Sequoia Limited FFV,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,6 Speed Automatic Select Shift,Toyota
1430,2010 Toyota Sequoia Platinum,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,Toyota
1431,2010 Toyota Sequoia Platinum 4x4,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,Toyota
1432,2010 Toyota Sequoia Platinum FFV,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,6 Speed Automatic Select Shift,Toyota
1433,2011 Mitsubishi Outlander Sport ES,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 148 hp 145 ft-lbs,5 Speed Manual,Mitsubishi
1434,2011 Cadillac DTS,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,4 Speed Automatic,Cadillac
1435,2011 Cadillac DTS Luxury,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,4 Speed Automatic,Cadillac
1436,2011 Cadillac DTS Premium,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,4 Speed Automatic,Cadillac
1437,2011 Cadillac DTS Platinum,Front-wheel drive,Cadillac 4.6L 8 Cylinder 292 hp 288 ft-lbs,4 Speed Automatic,Cadillac
1438,2011 Infiniti EX35,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic,Infiniti
1439,2011 Infiniti EX35 AWD,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic,Infiniti
1440,2011 Infiniti EX35 Journey,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic,Infiniti
1441,2011 Infiniti EX35 Journey AWD,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic,Infiniti
1442,2010 BMW 335i Sedan AT,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Automatic Select Shift,BMW
1443,2010 BMW 335i xDrive Sedan AT,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Automatic Select Shift,BMW
1444,2010 BMW 328i Sedan,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
1445,2010 BMW 335d Sedan,Rear-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,6 Speed Automatic Select Shift,BMW
1446,2010 BMW 328i xDrive Sedan AT,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
1447,2010 BMW 335i xDrive Sedan,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Manual,BMW
1448,2010 BMW 328i xDrive Sedan,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
1449,2010 BMW 328i Sedan AT,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
1450,2010 BMW 335i Sedan,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Manual,BMW
1451,2010 Mercedes-Benz GL350 BlueTEC 4Matic,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7 Speed Automatic Select Shift,Mercedes
1452,2010 Mercedes-Benz GL450 4Matic,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 335hp 339ft-lbs,7 Speed Automatic Select Shift,Mercedes-Benz
1453,2010 Mercedes-Benz GL550 4Matic,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,7 Speed Automatic Select Shift,Mercedes
1454,2010 Nissan Sentra 2.0,Front-wheel drive,Nissan 2.0L 4 cylinder 140 hp 147 ft-lbs,6 Speed Manual,Nissan
1455,2010 Nissan Sentra SE-R Spec V,Front-wheel drive,Nissan 2.5L 4 cylinder 200 hp 180 ft-lbs,6 Speed Manual,Nissan
1456,2011 Mercedes-Benz GL550 4Matic,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,7 Speed Automatic Select Shift,Mercedes
1457,2011 Mercedes-Benz GL450 4Matic,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 335hp 339ft-lbs,7 Speed Automatic Select Shift,Mercedes-Benz
1458,2011 Mercedes-Benz GL350 BlueTEC 4Matic,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7 Speed Automatic Select Shift,Mercedes
1459,2011 Nissan Versa Hatchback 1.8 S,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,6 Speed Manual,Nissan
1460,2011 Nissan Versa Hatchback 1.8 S AT,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,4 Speed Automatic,Nissan
1461,2010 Nissan Versa Hatchback 1.8 S AT,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,4 Speed Automatic,Nissan
1462,2010 Nissan Versa Hatchback 1.8 S,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,6 Speed Manual,Nissan
1463,2010 Mercedes-Benz GLK350,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7 Speed Automatic Select Shift,Mercedes
1464,2010 Mercedes-Benz GLK350 4Matic,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7 Speed Automatic Select Shift,Mercedes
1465,2011 Mercedes-Benz GLK350 4Matic,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7 Speed Automatic Select Shift,Mercedes
1466,2011 Mercedes-Benz GLK350,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7 Speed Automatic Select Shift,Mercedes
1467,2011 BMW 335d Sedan,Rear-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,6 Speed Automatic Select Shift,BMW
1468,2011 BMW 335i xDrive Sedan AT,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Automatic Select Shift,BMW
1469,2011 BMW 328i Sedan,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
1470,2011 BMW 328i xDrive Sedan AT,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
1471,2011 BMW 328i xDrive Sedan,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
1472,2011 BMW 328i Sedan AT,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
1473,2011 BMW 335i Sedan AT,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Automatic Select Shift,BMW
1474,2011 BMW 335i xDrive Sedan,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Manual,BMW
1475,2011 BMW 335i Sedan,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Manual,BMW
1476,2012 Ford Escape XLS,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,5 Speed Manual,Ford
1477,2012 Ford Escape XLS AT,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1478,2012 Ford Escape XLS AWD,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1479,2012 Ford Escape XLT,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1480,2012 Ford Escape XLT FFV,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1481,2012 Ford Escape XLT 4WD,Four-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1482,2012 Ford Escape XLT 4WD FFV,Four-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1483,2012 Ford Escape Limited,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1484,2012 Ford Escape Limited FFV,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1485,2012 Ford Escape Limited 4WD,Four-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1486,2012 Ford Escape Limited 4WD FFV,Four-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1487,2011 Ford Escape XLS,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,5 Speed Manual,Ford
1488,2011 Ford Escape XLS AT,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1489,2011 Ford Escape XLS AWD,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1490,2011 Ford Escape XLT,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1491,2011 Ford Escape XLT FFV,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1492,2011 Ford Escape XLT AWD,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1493,2011 Ford Escape XLT AWD FFV,All-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1494,2011 Ford Escape Limited,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1495,2011 Ford Escape Limited FFV,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1496,2011 Ford Escape Limited AWD,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1497,2010 Mercedes-Benz R350 BlueTEC 4Matic,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7 Speed Automatic,Mercedes
1498,2010 Mercedes-Benz R350 4Matic,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7 Speed Automatic Select Shift,Mercedes
1499,2011 Mercedes-Benz R350 BlueTEC 4Matic,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7 Speed Automatic Select Shift,Mercedes
1500,2011 Mercedes-Benz R350 4Matic,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7 Speed Automatic Select Shift,Mercedes
1501,2012 Chevrolet Cruze LS,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 123 ft-lbs,6 Speed Manual,Chevrolet
1502,2012 Chevrolet Cruze LS AT,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 123 ft-lbs,6 Speed Automatic,Chevrolet
1503,2012 Chevrolet Cruze 1LT,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Manual,Chevrolet
1504,2012 Chevrolet Cruze 1LT AT,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Automatic,Chevrolet
1505,2012 Chevrolet Cruze Eco,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Manual,Chevrolet
1506,2012 Chevrolet Cruze Eco AT,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Automatic,Chevrolet
1507,2012 Chevrolet Cruze 2LT,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Manual,Chevrolet
1508,2012 Chevrolet Cruze 2LT AT,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Automatic,Chevrolet
1509,2012 Chevrolet Cruze LTZ,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Automatic Select Shift,Chevrolet
1510,2010 BMW 328i xDrive Sports Wagon AT,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
1511,2010 BMW 328i Sports Wagon,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
1512,2010 BMW 328i xDrive Sports Wagon,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
1513,2010 BMW 328i Sports Wagon AT,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
1514,2011 Chevrolet Cruze LS,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 136 hp 123 ft-lbs,6 Speed Manual,Chevrolet
1515,2011 Chevrolet Cruze LS AT,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 136 hp 123 ft-lbs,6 Speed Automatic,Chevrolet
1516,2011 Chevrolet Cruze 1LT,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Automatic,Chevrolet
1517,2011 Chevrolet Cruze Eco,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Manual,Chevrolet
1518,2011 Chevrolet Cruze Eco AT,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Automatic,Chevrolet
1519,2011 Chevrolet Cruze 2LT,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Automatic,Chevrolet
1520,2011 Chevrolet Cruze LTZ,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Automatic Select Shift,Chevrolet
1521,2011 Cadillac SRX,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,6 Speed Automatic Select Shift,Cadillac
1522,2011 Cadillac SRX Luxury,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,6 Speed Automatic Select Shift,Cadillac
1523,2011 Cadillac SRX Performance,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,6 Speed Automatic Select Shift,Cadillac
1524,2011 Cadillac SRX Luxury AWD,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,6 Speed Automatic Select Shift,Cadillac
1525,2011 Cadillac SRX Premium,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,6 Speed Automatic Select Shift,Cadillac
1526,2011 Cadillac SRX Premium AWD,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,6 Speed Automatic Select Shift,Cadillac
1527,2011 Cadillac SRX Performance AWD,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,6 Speed Automatic Select Shift,Cadillac
1528,2010 Ford Escape XLS,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,5 Speed Manual,Ford
1529,2010 Ford Escape XLS AT,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1530,2010 Ford Escape XLS AWD,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1531,2010 Ford Escape XLT,Four-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1532,2010 Ford Escape XLT FFV,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1533,2010 Ford Escape XLT AWD,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1534,2010 Ford Escape XLT AWD FFV,All-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1535,2010 Ford Escape Limited,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1536,2010 Ford Escape Limited FFV,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1537,2010 Ford Escape Limited AWD,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6 Speed Automatic,Ford
1538,2010 Ford Escape Limited AWD FFV,All-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Ford
1539,2011 Nissan Versa Sedan 1.8 SL,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,4 Speed Automatic,Nissan
1540,2011 Nissan Versa Sedan 1.8 S,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,6 Speed Manual,Nissan
1541,2011 Nissan Versa Sedan 1.8 S AT,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,4 Speed Automatic,Nissan
1542,2011 Nissan Versa Sedan 1.6,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,5 Speed Manual,Nissan
1543,2011 Nissan Versa Sedan 1.6 AT,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,4 Speed Automatic,Nissan
1544,2011 Nissan Versa 1.6 Sedan,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,5 Speed Manual,Nissan
1545,2011 Cadillac Escalade ESV AWD,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1546,2011 Cadillac Escalade ESV Luxury,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1547,2011 Cadillac Escalade ESV Luxury AWD,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1548,2011 Cadillac Escalade ESV Premium,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1549,2011 Cadillac Escalade ESV Premium AWD,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1550,2011 Cadillac Escalade ESV Platinum,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1551,2011 Cadillac Escalade ESV Platinum AWD,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1552,2010 Nissan Versa Sedan 1.8 S,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,6 Speed Manual,Nissan
1553,2010 Nissan Versa Sedan 1.6 AT,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,4 Speed Automatic,Nissan
1554,2010 Nissan Versa Sedan 1.8 S AT,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,4 Speed Automatic,Nissan
1555,2010 Nissan Versa Sedan 1.6,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,5 Speed Manual,Nissan
1556,2010 Nissan Versa Sedan 1.8 SL,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,4 Speed Automatic,Nissan
1557,2010 Nissan Versa 1.6 Sedan,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,5 Speed Manual,Nissan
1558,2011 BMW 328i Sports Wagon,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
1559,2011 BMW 328i Sports Wagon AT,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
1560,2011 BMW 328i xDrive Sports Wagon,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
1561,2011 BMW 328i xDrive Sports Wagon AT,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
1562,2010 Cadillac Escalade ESV,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1563,2010 Cadillac Escalade ESV AWD,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1564,2010 Cadillac Escalade ESV Luxury,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1565,2010 Cadillac Escalade ESV Luxury AWD,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1566,2010 Cadillac Escalade ESV Premium,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1567,2010 Cadillac Escalade ESV Premium AWD,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1568,2010 Cadillac Escalade ESV Platinum,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1569,2010 Cadillac Escalade ESV Platinum AWD,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6 Speed Automatic Select Shift,Cadillac
1570,2011 Cadillac Escalade Hybrid,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic Select Shift,Cadillac
1571,2011 Cadillac Escalade Hybrid 4WD,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic Select Shift,Cadillac
1572,2011 Cadillac Escalade Hybrid Platinum,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic Select Shift,Cadillac
1573,2011 Cadillac Escalade Hybrid Platinum 4WD,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic Select Shift,Cadillac
1574,2011 Dodge Avenger Mainstreet,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,6 Speed Automatic Select Shift,Dodge
1575,2011 Dodge Avenger Express,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,4 Speed Automatic,Dodge
1576,2011 Dodge Avenger Heat,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,6 Speed Automatic Select Shift,Dodge
1577,2011 Dodge Avenger Lux,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,6 Speed Automatic Select Shift,Dodge
1578,2011 Honda CR-V LX,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1579,2011 Honda CR-V LX 4WD,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1580,2011 Honda CR-V SE,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1581,2011 Honda CR-V SE 4WD,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1582,2011 Honda CR-V EX,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1583,2011 Honda CR-V EX 4WD,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1584,2011 Honda CR-V EX-L,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1585,2011 Honda CR-V EX-L 4WD,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1586,2010 Dodge Avenger SXT,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,4 Speed Automatic,Dodge
1587,2010 Dodge Avenger Express,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,4 Speed Automatic,Dodge
1588,2010 Dodge Avenger R/T,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,4 Speed Automatic,Dodge
1589,2010 Honda CR-V LX,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1590,2010 Honda CR-V LX 4WD,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1591,2010 Honda CR-V EX,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1592,2010 Honda CR-V EX 4WD,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1593,2010 Honda CR-V EX-L,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
1594,2010 Honda CR-V EX-L 4WD,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,5 Speed Automatic,Honda
